building_id,building_code,building_block,building_coord_x,building_coord_y,demand_kwh,max_pv_gen_kwh,max_pv_size_kw,existing_pv_size_kw,pv_possible,minergie
B148875,148875,Z1545,681989,247747,6110.325,16505.64,22,0,1,0
B149259,149259,Z1686,682209,248033,1879.973,3406.62,4,0,1,0
B302005353,302005353,Z1697,682086,247798,3194.828,7580.89,8,0,1,0
B148349,148349,Z1764,681915,247583,34097.024,19509.1842,30,0,1,0
B302005154,302005154,Z1764,681904,247589,4167.414,2384.4558,5,0,1,0
B2377892,2377892,Z1766,682155,247511,1196.931,5404.53,8,0,1,0
B2366319,2366319,Z1973,682040,247845,5432.014,8787.0857,12,0,1,0
B302005215,302005215,Z1973,682049,247836,8148.021,6590.3143,9,0,1,0
B302005640,302005640,Z1975,682134,247785,623.91,1716.71,1,0,1,0
B148984,148984,Z0010,681707,247964,8244.5208,26271.6606,48,0,1,0
B149002,149002,Z0010,681714,247929,4425.0253,14100.6088,25,0,1,0
B149004,149004,Z0010,681718,247937,5263.4511,18784.9794,34,0,1,0
B149005,149005,Z0010,681722,247946,4471.6045,14106.5459,25,0,1,0
B149006,149006,Z0010,681722,247956,8710.3129,27755.9352,50,0,1,0
B149023,149023,Z0010,681706,247922,10340.5854,32950.8963,60,0,1,0
B148971,148971,Z0012,681797,247985,7296.4775,24227.1873,34,0,1,0
B148972,148972,Z0012,681787,247991,7409.7514,25531.7282,36,0,1,0
B148973,148973,Z0012,681774,247996,8817.0021,29818.0767,42,0,1,0
B148977,148977,Z0012,681768,247983,7604.6643,25718.0911,36,0,1,0
B148990,148990,Z0012,681761,247969,10966.1464,37086.2329,52,0,1,0
B148991,148991,Z0012,681796,247946,6514.7849,20872.6537,29,0,1,0
B148992,148992,Z0012,681786,247951,5939.2306,21059.0167,29,0,1,0
B148993,148993,Z0012,681777,247955,6227.0077,21059.0167,29,0,1,0
B148994,148994,Z0012,681768,247960,6382.1217,21990.8316,31,0,1,0
B302005152,302005152,Z0012,681790.2,247970.88,3411.3721,30936.2546,43,0,1,0
B148995,148995,Z0013,681792,247918,7945.8848,40994.0749,63,0,1,0
B148996,148996,Z0013,681757,247935,6415.0916,22480.6217,34,0,1,0
B148997,148997,Z0013,681748,247939,7679.3946,28525.8309,44,0,1,0
B148998,148998,Z0013,681788,247902,9178.6565,35515.6041,55,0,1,0
B148999,148999,Z0013,681741,247903,21073.1345,21724.9706,33,0,1,0
B149000,149000,Z0013,681733,247909,8952.8518,30792.7844,47,0,1,0
B149001,149001,Z0013,681739,247920,4656.4594,20591.4938,31,0,1,0
B149003,149003,Z0013,681743,247929,5986.8764,20591.4938,31,0,1,0
B2366432,2366432,Z0013,681772,247927,24529.0349,65363.8245,101,0,1,0
B2366434,2366434,Z0013,681778,247886,26818.8842,54973.6212,85,0,1,0
B9011677,9011677,Z0013,681756,247897,23161.4203,75754.0278,117,0,1,0
B148299,148299,Z0069,681757,247626,6499.392,15688.49,18,0,1,0
B148298,148298,Z0135,681784,247607,8958.4467,27360.0358,29,0,1,0
B148300,148300,Z0135,681771,247594,14263.4487,43562.0682,46,0,1,0
B148304,148304,Z0135,681797,247614,6768.6269,21551.7601,23,0,1,0
B148309,148309,Z0135,681783,247579,9447.6835,28277.132,30,0,1,0
B148313,148313,Z0135,681797,247571,14646.4628,36530.9976,39,0,1,0
B149007,149007,Z0243,681751,247826,10127.0097,29499.7484,31,0,1,0
B149008,149008,Z0243,681757,247840,8940.2667,27127.9093,28,0,1,0
B149010,149010,Z0243,681763,247850,5166.3016,13934.5545,14,0,1,0
B149011,149011,Z0243,681750,247866,7254.8065,32019.8274,34,0,1,0
B149012,149012,Z0243,681739,247874,8382.5178,21050.0717,22,0,1,0
B149013,149013,Z0243,681724,247881,10992.1311,32168.0673,34,0,1,0
B149015,149015,Z0243,681715,247868,9465.4463,27572.6291,29,0,1,0
B149016,149016,Z0243,681766,247860,9224.23,23570.1507,25,0,1,0
B302005408,302005408,Z0243,681708,247851,62652.3982,46695.5816,49,0,1,0
B149009,149009,Z0244,681732,247843,21896.233,41345.85,44,0,1,0
B148906,148906,Z0297,681773,247670,16479.8157,64091.5216,68,0,1,0
B148907,148907,Z0297,681788,247683,17468.6046,64091.5216,68,0,1,0
B148913,148913,Z0298,681767,247746,50682.711,161603.46,174,0,1,0
B148905,148905,Z0299,681743,247700,666274.349,210678.9,224,0,1,0
B148914,148914,Z1440,681780,247797,201130.8612,216113.4246,297,0,1,0
B148915,148915,Z1440,681785,247837,8789.877,22886.212,31,0,1,0
B148943,148943,Z1440,681793,247847,7433.0504,19353.441,26,0,1,0
B302005498,302005498,Z1970,681736,247791,1232.667,5840.89,7,0,1,0
B302060971,302060971,Z1074,682076,247485,17652.1347,64445.2497,69,0,1,1
B302060973,302060973,Z1074,682068,247458,10609.1112,38732.246,41,0,1,1
B302060974,302060974,Z1074,682056,247473,12570.4595,45892.8293,49,0,1,1
B148338,148338,Z1152,681929,247492,13983.278,48475.4907,51,0,1,0
B148320,148320,Z1158,681883,247475,10602.0031,35700.8436,38,0,1,0
B148323,148323,Z1158,681861,247499,6883.6194,28974.5977,30,0,1,0
B148329,148329,Z1158,681914,247452,33431.6497,81577.2899,87,0,1,0
B148330,148330,Z1158,681895,247463,10550.7857,35528.3757,37,0,1,0
B3169118,3169118,Z1158,681872,247488,11505.4781,35873.3114,38,0,1,0
B148424,148424,Z1171,682130,247474,5609.3656,19664.943,21,0,1,0
B148425,148425,Z1171,682133,247486,4352.094,15257.2834,16,0,1,0
B148437,148437,Z1171,682139,247475,3379.8718,14070.6058,15,0,1,0
B148385,148385,Z1191,682100,247491,3692.8667,15423.2411,17,0,1,0
B148388,148388,Z1191,682111,247485,5290.7418,22096.7589,24,0,1,0
B149017,149017,Z0010,681693,247971,8384.2584,26716.9429,48,0,1,0
B149018,149018,Z0010,681679,247979,8337.6792,26568.5155,48,0,1,0
B149019,149019,Z0010,681666,247987,8337.6792,26568.5155,48,0,1,0
B149020,149020,Z0010,681648,247994,13694.2888,47651.152,87,0,1,0
B149021,149021,Z0010,681638,247981,6847.1444,22255.2135,40,0,1,0
B149022,149022,Z0010,681631,247967,8430.8376,31056.9619,56,0,1,0
B149024,149024,Z0010,681685,247936,139097.2807,50925.4618,93,0,1,0
B149025,149025,Z0010,681666,247944,7778.7287,23549.5009,43,0,1,0
B149026,149026,Z0010,681653,247952,7732.1494,24638.9585,45,0,1,0
B149027,149027,Z0010,681640,247958,7499.2534,23896.8212,43,0,1,0
B302030149,302030149,Z0010,681643.34,247970.82,349.3761,0,0,0,0,0
